15923,GRP
60133,GRP
83681,IND
65507,GRP
34263,IND
49139,IND
58995,OTH
88490,IND
46444,OTH
60587,IND
44546,OTH
51628,IND
40110,GRP
15998,GRP
96457,GRP
70841,GRP
46139,GRP
40386,IND
98916,GRP
32190,IND
27550,GRP
24040,OTH
73516,IND
88905,IND
42112,IND
37740,IND
72405,IND
47445,GRP
27158,OTH
17183,GRP
42325,IND
15180,IND
58026,IND
81352,IND
33133,GRP
91036,GRP
22882,IND
40842,IND
73612,IND
15815,GRP
24049,IND
79204,OTH
46229,GRP
34669,GRP
34575,GRP
20357,IND
52445,GRP
10991,GRP
57135,GRP
72369,IND
42192,IND
43587,IND
41553,OTH
62986,GRP
70051,GRP
73642,IND
11645,IND
72274,IND
21524,IND
84579,OTH
59519,GRP
51386,IND
10918,IND
57541,OTH
25125,IND
61295,IND
53351,IND
25463,GRP
85613,GRP
85886,IND
54621,IND
80397,IND
67926,IND
41588,GRP
51948,GRP
28196,GRP
50376,IND
45304,IND
27228,OTH
57326,GRP
88221,GRP
97610,GRP
63048,IND
30075,IND
60466,GRP
25685,IND
16333,IND
78417,GRP
51525,IND
84550,IND
23530,GRP
57284,GRP
59700,OTH
13433,GRP
80197,IND
79309,GRP
47696,IND
55633,IND
87934,GRP
27455,IND
83466,IND
48657,IND
86611,IND
12193,IND
63985,IND
20522,IND
70324,OTH
89329,IND
11100,OTH
83240,OTH
81890,IND
72037,IND
94607,IND
72531,OTH
98575,GRP
58342,OTH
39429,IND
18786,IND
67049,IND
98216,GRP
37649,IND
59751,IND
92215,GRP
22311,GRP
75125,IND
21354,IND
22594,GRP
33394,IND
56513,IND
59691,GRP
41997,IND
56637,IND
97410,GRP
77746,IND
17704,OTH
61674,IND
39860,OTH
79934,IND
55048,GRP
76833,GRP
55832,IND
32056,OTH
67841,IND
94427,GRP
96594,IND
62689,IND
35968,IND
14516,GRP
15866,IND
57185,GRP
91430,GRP
29203,IND
27913,IND
46410,IND
16856,GRP
89200,IND
45269,OTH
15437,GRP
91472,IND
98531,OTH
98685,IND
31665,IND
38732,GRP
46983,IND
22067,IND
79756,GRP
99563,IND
23542,GRP
83416,IND
67418,IND
58632,IND
35612,OTH
96905,GRP
79778,IND
90328,IND
71350,IND
43782,GRP
58287,IND
32061,IND
63129,IND
74797,IND
25177,GRP
87428,OTH
39400,GRP
88745,IND
70443,GRP
90327,GRP
65545,GRP
58543,IND
79222,IND
72401,IND
31354,IND
29008,GRP
41590,IND
72523,GRP
14640,IND
74909,IND
96397,GRP
34030,IND
29113,GRP
11286,IND
41821,IND
76379,IND
52080,IND
51762,IND
71592,IND
78688,GRP
76135,GRP
30778,IND
22569,IND
48938,IND
41438,IND
73439,IND
